timestamp,label,cpu_usage,cpu_delta,network_rx_rps,net_delta,memory_usage_mb,http_error_rate,p99_latency_ms,rabbitmq_queue,payment_cpu,restart_rate,pod_restarts_5m
2026-05-25 15:33:39,1,0.319174,0.0,283.12189,0.0,1622.71875,0.0,0.0,0.0,0.000579,0.033333,1.111111
2026-05-25 15:33:56,1,0.245744,-0.07343,281.952218,-1.1697,836.871094,0.0,0.0,0.0,0.000661,0.033333,1.111111
2026-05-25 15:34:14,1,0.455322,0.209578,1184.521605,902.5694,1170.660156,0.0,0.0,0.0,0.000469,0.0,1.111111
2026-05-25 15:34:31,1,0.586147,0.130825,1542.987719,358.4661,1090.179688,0.0,0.0,0.0,0.000548,0.0,1.111111
2026-05-25 15:34:49,1,0.382378,-0.203769,721.48235,-821.5054,1083.972656,0.0,0.0,0.0,0.000749,0.033333,2.222222
2026-05-25 15:35:06,1,0.283457,-0.098921,163.961101,-557.5212,1143.550781,0.0,0.0,0.0,0.000507,0.033333,2.222222
2026-05-25 15:35:24,1,0.27366,-0.009797,216.740449,52.7793,1193.273438,0.0,0.0,0.0,0.000803,0.0,2.222222
2026-05-25 15:35:43,1,0.393587,0.119927,496.248274,279.5078,1254.847656,0.0,0.0,0.0,0.000512,0.0,2.222222
2026-05-25 15:36:01,1,0.515498,0.121911,1063.583132,567.3349,1316.8125,0.0,0.0,0.0,0.000841,0.0,2.222222
2026-05-25 15:36:18,1,0.529078,0.01358,1002.561668,-61.0215,1226.734375,0.0,0.0,0.0,0.000665,0.0,2.222222
2026-05-25 15:36:36,1,0.335474,-0.193604,318.163565,-684.3981,1237.957031,0.0,0.0,0.0,0.00064,0.0,2.222222
2026-05-25 15:36:54,1,0.331409,-0.004065,312.749768,-5.4138,1252.890625,0.0,0.0,0.0,0.000996,0.033333,3.333333
2026-05-25 15:37:11,1,0.339945,0.008536,355.09847,42.3487,1359.445312,0.0,0.0,0.0,0.000739,0.0,3.333333
2026-05-25 15:37:32,1,0.307271,-0.032674,418.398168,63.2997,1414.535156,0.0,0.0,0.0,0.000545,0.0,3.333333
2026-05-25 15:37:55,1,0.394618,0.087347,723.969796,305.5716,1500.8125,0.0,0.0,0.0,0.00027,0.0,3.333333
2026-05-25 15:38:16,1,0.441292,0.046674,875.253986,151.2842,1540.0625,0.0,0.0,0.0,0.000552,0.0,2.222222
2026-05-25 15:38:36,1,0.276559,-0.164733,540.051005,-335.203,835.515625,0.0,0.0,0.0,0.000564,0.033333,3.333333
2026-05-25 15:39:01,1,0.499989,0.22343,1403.869776,863.8188,1026.628906,0.0,0.0,0.0,0.000708,0.033333,3.333333
2026-05-25 15:39:23,1,0.575728,0.075739,1437.812212,33.9424,1125.464844,0.0,0.0,0.0,0.001091,0.0,2.222222
2026-05-25 15:39:41,1,0.472857,-0.102871,932.952577,-504.8596,1199.386719,0.0,0.0,0.0,0.00067,0.0,2.222222
2026-05-25 15:40:01,1,0.736029,0.263172,2066.440457,1133.4879,1179.738281,0.0,0.0,0.0,0.00052,0.0,2.222222
2026-05-25 15:40:22,1,0.590414,-0.145615,1582.461547,-483.9789,1222.828125,0.0,0.0,0.0,0.000841,0.0,2.222222
2026-05-25 15:40:43,1,0.358021,-0.232393,520.792798,-1061.6687,1253.003906,0.0,0.0,0.0,0.000544,0.033333,3.333333
2026-05-25 15:41:02,1,0.286357,-0.071664,207.150621,-313.6422,1244.738281,0.0,0.0,0.0,0.000461,0.033333,3.333333
2026-05-25 15:41:20,1,0.360397,0.07404,528.740681,321.5901,1272.449219,0.0,0.0,0.0,0.000656,0.0,2.222222
2026-05-25 15:41:42,1,0.416474,0.056077,838.655018,309.9143,1357.667969,0.0,0.0,0.0,0.000576,0.0,2.222222
2026-05-25 15:42:05,1,0.561431,0.144957,1319.469175,480.8142,1444.257812,0.0,0.0,0.0,0.000519,0.0,2.222222
2026-05-25 15:42:24,1,0.527037,-0.034394,1011.255393,-308.2138,1476.960938,0.0,0.0,0.0,0.000696,0.0,2.222222
