timestamp,cpu_usage,network_rx_rps,memory_usage_mb,restart_rate,label
2026-04-14 18:39:49,0.4359,6.4024,1099.3789,0.0,0
2026-04-14 18:40:04,0.5405,10.6184,1125.3281,0.0,0
2026-04-14 18:40:20,0.4518,9.7514,1153.2148,0.0,0
2026-04-14 18:40:35,0.3476,9.3965,1158.8477,0.0,0
2026-04-14 18:40:50,0.2228,16.6451,1147.6562,0.0,0
2026-04-14 18:41:06,0.2579,50.865,1146.1133,0.0,0
2026-04-14 18:41:21,0.2935,69.128,1146.0273,0.0,0
2026-04-14 18:41:37,0.2925,66.9072,1144.9023,0.0,0
2026-04-14 18:41:52,0.2935,59.7756,1147.5195,0.0,0
2026-04-14 18:42:07,0.2129,61.9909,1147.2109,0.0,0
2026-04-14 18:42:23,0.2791,53.7051,1178.9336,0.0,0
2026-04-14 18:42:38,0.2819,56.3455,1178.4922,0.0,0
2026-04-14 18:42:54,0.2431,67.7406,1150.4844,0.0,0
2026-04-14 18:43:09,0.2479,122.9263,1029.4844,0.0,0
2026-04-14 18:43:25,0.3036,151.0046,1078.3633,0.0,0
2026-04-14 18:43:40,0.2832,163.6395,1065.9609,0.0,0
2026-04-14 18:43:56,0.3012,182.4697,1101.0977,0.0,0
2026-04-14 18:44:11,0.2836,163.5881,1202.8281,0.0,0
2026-04-14 18:44:26,0.2671,229.7656,1246.5273,0.0,0
2026-04-14 18:44:42,0.2885,261.4637,1254.0117,0.0,0
2026-04-14 18:44:57,0.2368,304.1743,1264.3203,0.0,0
2026-04-14 18:45:13,0.3465,366.1654,1276.1875,0.0,0
2026-04-14 18:45:28,0.292,295.7503,1369.0703,0.0,0
2026-04-14 18:45:44,0.3587,198.3758,1490.75,0.0,0
2026-04-14 18:45:59,0.3085,181.6107,1565.7773,0.0,0
2026-04-14 18:46:15,0.2498,215.7403,1567.6133,0.0,0
2026-04-14 18:46:30,0.2602,205.9255,1605.3672,0.0,0
2026-04-14 18:46:46,0.2749,213.5701,1636.2539,0.0,0
2026-04-14 18:47:01,0.3177,237.6634,1643.5078,0.0,0
2026-04-14 18:47:17,0.3498,206.7609,1679.6289,0.0,0
2026-04-14 18:47:32,0.228,186.2976,1678.5781,0.0,0
2026-04-14 18:47:48,0.302,373.152,1679.2969,0.0,0
2026-04-14 18:48:03,0.3016,592.4805,1485.8047,0.0,0
2026-04-14 18:48:19,0.346,549.7836,1465.207,0.0,0
2026-04-14 18:48:34,0.3599,419.4956,1469.0664,0.0,0
2026-04-14 18:48:49,0.3424,456.8218,1477.8438,0.0,0
2026-04-14 18:49:05,0.338,447.7265,1498.9727,0.0,0
2026-04-14 18:49:20,0.3406,599.0591,1515.3672,0.0,0
2026-04-14 18:49:36,0.3608,533.3214,1525.2812,0.0,0
2026-04-14 18:49:51,0.3323,500.3397,1532.9375,0.0,0
2026-04-14 18:50:07,0.3159,717.0637,1531.457,0.0,0
2026-04-14 18:50:22,0.3483,735.7993,1617.9844,0.0,0
2026-04-14 18:50:38,0.3318,670.4508,1504.1836,0.0,0
2026-04-14 18:50:53,0.2813,611.7128,1507.082,0.0,0
2026-04-14 18:51:09,0.2666,554.0243,1505.4258,0.0,0
2026-04-14 18:51:24,0.2953,618.5084,1506.6445,0.0,0
2026-04-14 18:51:39,0.2784,595.6939,1508.9727,0.0,0
2026-04-14 18:51:55,0.3266,463.3758,1507.9648,0.0,0
2026-04-14 18:52:10,0.3445,525.1807,1510.7852,0.0,0
2026-04-14 18:52:26,0.3739,580.7851,1562.5469,0.0,0
2026-04-14 18:52:41,0.3583,578.9179,1566.9844,0.0,0
2026-04-14 18:52:56,0.3251,538.8853,1573.4648,0.0,0
2026-04-14 18:53:12,0.2837,687.3203,1582.4141,0.0,0
2026-04-14 18:53:27,0.3574,481.0059,1681.5195,0.0,0
2026-04-14 18:53:43,0.3733,335.9532,1681.1367,0.0,0
2026-04-14 18:53:58,0.3276,254.8907,1682.9805,0.0,0
2026-04-14 18:54:14,0.2513,161.9808,1703.2656,0.0,0
2026-04-14 18:54:29,0.2742,185.6496,1782.2578,0.0,0
2026-04-14 18:54:44,0.2863,121.3893,1793.8477,0.0,0
